hydrogen_electrolyzer_capital_cost_per_mw,hydrogen_electrolyzer_fixed_cost_per_mw_year,hydrogen_electrolyzer_kg_per_mwh,hydrogen_electrolyzer_life_years,hydrogen_electrolyzer_variable_cost_per_kg,hydrogen_fuel_cell_capital_cost_per_mw,hydrogen_fuel_cell_fixed_cost_per_mw_year,hydrogen_fuel_cell_life_years,hydrogen_fuel_cell_mwh_per_kg,hydrogen_fuel_cell_variable_cost_per_mwh,hydrogen_liquifier_capital_cost_per_kg_per_hour,hydrogen_liquifier_fixed_cost_per_kg_hour_year,hydrogen_liquifier_life_years,hydrogen_liquifier_mwh_per_kg,hydrogen_liquifier_variable_cost_per_kg,liquid_hydrogen_tank_capital_cost_per_kg,liquid_hydrogen_tank_life_years
769373.4771505552,46930.18818274218,19.9203187250996,40,0.0,583681.7497228929,26897.77648492594,26,0.019367166666666664,0.0,47460.96891704709,0.0,30,0.01,0.0,33.37099376979873,40
